"Beans, Dry, Black, 11F-8168 (0% moisture)",24.0,1.04,,,
"Beans, Dry, Black, 11F-8177 (0% moisture)",26.2,0.92,,,
"Beans, Dry, Black, 11F-8180 (0% moisture)",25.8,1.54,,,
"Beans, Dry, Black, 214 (0% moisture)",23.5,1.76,,,
"Beans, Dry, Black, 215 (0% moisture)",23.7,2.0,,,
"Beans, Dry, Black, 219 (0% moisture)",21.4,1.64,,,
"Beans, Dry, Black, 221 (0% moisture)",25.3,1.68,,,
"Beans, Dry, Black, 222 (0% moisture)",21.7,1.75,,,
"Beans, Dry, Black, 223 (0% moisture)",23.0,1.78,,,
"Beans, Dry, Black, 225 (0% moisture)",23.7,1.26,,,
"Beans, Dry, Black, 227 (0% moisture)",22.0,1.6,,,
"Beans, Dry, Black, 232 (0% moisture)",23.7,1.4,,,
"Beans, Dry, Black, 238 (0% moisture)",26.0,1.49,,,
"Beans, Dry, Black, 244 (0% moisture)",24.9,1.6,,,
"Beans, Dry, Black, 247 (0% moisture)",24.4,1.26,,,
"Beans, Dry, Black, 248 (0% moisture)",22.6,1.86,,,
"Beans, Dry, Black, 249 (0% moisture)",24.8,1.62,,,
"Beans, Dry, Black, 250 (0% moisture)",23.6,1.55,,,
"Beans, Dry, Black, 251 (0% moisture)",24.4,1.74,,,
"Beans, Dry, Black, 254 (0% moisture)",22.9,1.55,,,
"Beans, Dry, Black, 258 (0% moisture)",22.1,1.71,,,
"Beans, Dry, Black, 259 (0% moisture)",24.7,1.72,,,
"Beans, Dry, Black, 263 (0% moisture)",25.0,1.45,,,
"Beans, Dry, Black, 266 (0% moisture)",25.9,1.41,,,
"Beans, Dry, Black, 267 (0% moisture)",24.3,1.43,,,
"Beans, Dry, Black, 269 (0% moisture)",23.7,1.53,,,
"Beans, Dry, Black, 271 (0% moisture)",25.6,1.44,,,
"Beans, Dry, Black, 273 (0% moisture)",25.1,1.64,,,
"Beans, Dry, Black, 274 (0% moisture)",24.0,1.33,,,
"Beans, Dry, Black, 276 (0% moisture)",24.4,1.54,,,
"Beans, Dry, Black, 278 (0% moisture)",25.6,1.68,,,
"Beans, Dry, Black, 282 (0% moisture)",23.1,1.44,,,
"Beans, Dry, Black, 286 (0% moisture)",23.1,1.46,,,
"Beans, Dry, Black, 288 (0% moisture)",24.4,1.44,,,
"Beans, Dry, Black, 291 (0% moisture)",25.1,1.78,,,
"Beans, Dry, Black, 296 (0% moisture)",24.9,1.34,,,
"Beans, Dry, Black, 297 (0% moisture)",23.5,1.53,,,
"Beans, Dry, Black, 298 (0% moisture)",24.5,1.45,,,
"Beans, Dry, Black, 301 (0% moisture)",25.0,1.01,,,
"Beans, Dry, Black, 303 (0% moisture)",23.6,1.57,,,
"Beans, Dry, Black, 304 (0% moisture)",24.4,1.92,,,
"Beans, Dry, Black, 305 (0% moisture)",23.9,1.96,,,
"Beans, Dry, Black, 310 (0% moisture)",24.8,2.01,,,
"Beans, Dry, Black, 314 (0% moisture)",21.8,1.57,,,
"Beans, Dry, Black, 317 (0% moisture)",21.7,0.98,,,
"Beans, Dry, Black, 318 (0% moisture)",23.6,1.58,,,
"Beans, Dry, Black, 331 (0% moisture)",23.7,1.32,,,
"Beans, Dry, Black, 348 (0% moisture)",26.0,1.05,,,
"Beans, Dry, Black, 395 (0% moisture)",22.2,1.72,,,
"Beans, Dry, Black, 424 (0% moisture)",23.9,1.49,,,
"Beans, Dry, Black, 472 (0% moisture)",25.4,1.28,,,
"Beans, Dry, Black, 522 (0% moisture)",23.5,1.79,,,
"Beans, Dry, Black, 526 (0% moisture)",24.0,1.26,,,
"Beans, Dry, Black, 528 (0% moisture)",25.9,1.42,,,
"Beans, Dry, Black, 529 (0% moisture)",24.2,1.64,,,
"Beans, Dry, Black, 531 (0% moisture)",21.6,1.57,,,
"Beans, Dry, Black, 533 (0% moisture)",23.4,1.45,,,
"Beans, Dry, Black, 534 (0% moisture)",23.3,1.41,,,
"Beans, Dry, Black, 536 (0% moisture)",23.5,1.97,,,
"Beans, Dry, Black, 537 (0% moisture)",23.4,1.69,,,
"Beans, Dry, Black, 542 (0% moisture)",24.0,1.42,,,
"Beans, Dry, Black, 545 (0% moisture)",24.4,1.38,,,
"Beans, Dry, Black, 547 (0% moisture)",25.4,1.57,,,
"Beans, Dry, Black, 550 (0% moisture)",25.0,1.31,,,
"Beans, Dry, Black, 552 (0% moisture)",25.5,1.68,,,
"Beans, Dry, Black, 553 (0% moisture)",25.4,1.7,,,
"Beans, Dry, Black, 562 (0% moisture)",22.3,1.63,,,
"Beans, Dry, Black, 566 (0% moisture)",24.3,1.45,,,
"Beans, Dry, Black, 569 (0% moisture)",24.5,1.38,,,
"Beans, Dry, Black, 570 (0% moisture)",26.3,1.28,,,
"Beans, Dry, Black, 572 (0% moisture)",25.8,1.33,,,
"Beans, Dry, Black, 573 (0% moisture)",25.4,1.14,,,
"Beans, Dry, Black, 574 (0% moisture)",25.2,1.83,,,
"Beans, Dry, Black, 575 (0% moisture)",26.8,0.93,,,
"Beans, Dry, Black, 580 (0% moisture)",23.1,1.4,,,
"Beans, Dry, Black, 583 (0% moisture)",24.7,1.44,,,
"Beans, Dry, Black, 590 (0% moisture)",25.6,1.53,,,
"Beans, Dry, Black, 592 (0% moisture)",26.1,1.57,,,
"Beans, Dry, Black, 596 (0% moisture)",24.9,1.23,,,
"Beans, Dry, Black, 597 (0% moisture)",25.4,1.28,,,
"Beans, Dry, Black, 600 (0% moisture)",24.0,1.5,,,
"Beans, Dry, Black, 601 (0% moisture)",25.8,1.91,,,
"Beans, Dry, Black, 602 (0% moisture)",25.0,1.57,,,
"Beans, Dry, Black, 604 (0% moisture)",25.2,1.51,,,
"Beans, Dry, Black, 607 (0% moisture)",23.9,1.78,,,
"Beans, Dry, Black, 608 (0% moisture)",23.5,1.68,,,
"Beans, Dry, Black, 610 (0% moisture)",26.3,1.46,,,
"Beans, Dry, Black, 611 (0% moisture)",25.8,1.18,,,
"Beans, Dry, Black, 615 (0% moisture)",25.1,1.86,,,
"Beans, Dry, Black, 617 (0% moisture)",23.9,1.41,,,
"Beans, Dry, Black, 619 (0% moisture)",26.2,1.18,,,
"Beans, Dry, Black, 620 (0% moisture)",24.6,1.47,,,
"Beans, Dry, Black, 624 (0% moisture)",24.8,1.4,,,
"Beans, Dry, Black, 625 (0% moisture)",22.8,0.96,,,
"Beans, Dry, Black, 707 (0% moisture)",23.3,1.59,,,
"Beans, Dry, Black, 737 (0% moisture)",26.3,1.08,,,
"Beans, Dry, Black, 745 (0% moisture)",23.8,1.34,,,
"Beans, Dry, Black, 753 (0% moisture)",25.8,1.31,,,
"Beans, Dry, Black, 767 (0% moisture)",24.8,1.32,,,
"Beans, Dry, Brown (0% moisture)",25.6,1.12,,,
"Beans, Dry, Brown, 351 (0% moisture)",25.0,1.11,,,
"Beans, Dry, Brown, 679 (0% moisture)",26.1,1.12,,,
"Beans, Dry, Carioca (0% moisture)",25.2,1.44,,,
"Beans, Dry, Carioca, 11F-8001 (0% moisture)",25.2,1.52,,,
"Beans, Dry, Carioca, 11F-8104 (0% moisture)",24.7,1.33,,,
"Beans, Dry, Carioca, 217 (0% moisture)",25.8,1.48,,,
"Beans, Dry, Carioca, 622 (0% moisture)",24.8,1.43,,,
"Beans, Dry, Cranberry (0% moisture)",24.4,1.23,,,
"Beans, Dry, Cranberry, 11F-8022 (0% moisture)",22.7,1.32,,,
"Beans, Dry, Cranberry, 11F-8131 (0% moisture)",25.5,1.03,,,
"Beans, Dry, Cranberry, 378 (0% moisture)",24.0,1.33,,,
"Beans, Dry, Cranberry, 750 (0% moisture)",25.2,1.24,,,
"Beans, Dry, Dark Red Kidney (0% moisture)",25.9,1.31,,,
"Beans, Dry, Dark Red Kidney, 11F-8040 (0% moisture)",25.4,1.27,,,
"Beans, Dry, Dark Red Kidney, 11F-8074 (0% moisture)",27.0,1.45,,,
"Beans, Dry, Dark Red Kidney, 11F-8130 (0% moisture)",25.6,1.4,,,
"Beans, Dry, Dark Red Kidney, 11F-8132 (0% moisture)",25.5,1.12,,,
"Beans, Dry, Flor de Mayo (0% moisture)",23.3,0.86,,,
"Beans, Dry, Flor de Mayo, 443 (0% moisture)",23.4,0.87,,,
"Beans, Dry, Flor de Mayo, 823 (0% moisture)",23.3,0.85,,,
"Beans, Dry, Great Northern (0% moisture)",24.7,1.24,,,
"Beans, Dry, Great Northern, 11F-8008 (0% moisture)",23.5,1.47,,,
"Beans, Dry, Great Northern, 11F-8010 (0% moisture)",23.1,1.36,,,
"Beans, Dry, Great Northern, 11F-8025 (0% moisture)",26.4,1.6,,,
"Beans, Dry, Great Northern, 11F-8051 (0% moisture)",24.9,1.08,,,
"Beans, Dry, Great Northern, 11F-8052 (0% moisture)",24.2,1.23,,,
"Beans, Dry, Great Northern, 11F-8053 (0% moisture)",23.8,1.1,,,
"Beans, Dry, Great Northern, 11F-8060 (0% moisture)",25.4,1.09,,,
"Beans, Dry, Great Northern, 11F-8063 (0% moisture)",24.2,1.29,,,
"Beans, Dry, Great Northern, 11F-8067 (0% moisture)",24.4,1.17,,,
"Beans, Dry, Great Northern, 11F-8068 (0% moisture)",24.0,1.13,,,
"Beans, Dry, Great Northern, 11F-8077 (0% moisture)",25.5,1.16,,,
"Beans, Dry, Great Northern, 11F-8085 (0% moisture)",24.4,1.09,,,
"Beans, Dry, Great Northern, 11F-8087 (0% moisture)",26.6,1.28,,,
"Beans, Dry, Great Northern, 11F-8090 (0% moisture)",23.2,1.03,,,
"Beans, Dry, Great Northern, 11F-8092 (0% moisture)",24.2,1.1,,,
"Beans, Dry, Great Northern, 11F-8093 (0% moisture)",24.4,1.2,,,
"Beans, Dry, Great Northern, 11F-8097 (0% moisture)",23.7,1.06,,,
"Beans, Dry, Great Northern, 11F-8110 (0% moisture)",24.1,1.14,,,
"Beans, Dry, Great Northern, 11F-8113 (0% moisture)",24.6,1.24,,,
"Beans, Dry, Great Northern, 11F-8125 (0% moisture)",25.3,0.93,,,
"Beans, Dry, Great Northern, 11F-8128 (0% moisture)",23.6,1.15,,,
"Beans, Dry, Great Northern, 11F-8134 (0% moisture)",25.0,1.41,,,
"Beans, Dry, Great Northern, 11F-8138 (0% moisture)",24.4,1.1,,,
"Beans, Dry, Great Northern, 11F-8139 (0% moisture)",26.4,1.28,,,
"Beans, Dry, Great Northern, 11F-8141 (0% moisture)",26.6,1.31,,,
"Beans, Dry, Great Northern, 11F-8145 (0% moisture)",26.6,1.09,,,
"Beans, Dry, Great Northern, 11F-8152 (0% moisture)",23.6,1.37,,,
"Beans, Dry, Great Northern, 11F-8155 (0% moisture)",24.5,1.41,,,
"Beans, Dry, Great Northern, 11F-8163 (0% moisture)",24.2,1.41,,,
"Beans, Dry, Great Northern, 11F-8171 (0% moisture)",24.1,1.12,,,
"Beans, Dry, Great Northern, 11F-8172 (0% moisture)",23.6,1.23,,,
"Beans, Dry, Great Northern, 11F-8184 (0% moisture)",23.2,1.29,,,
"Beans, Dry, Great Northern, 11F-8185 (0% moisture)",24.0,1.26,,,
"Beans, Dry, Great Northern, 11F-8192 (0% moisture)",23.7,1.02,,,
"Beans, Dry, Great Northern, 11F-8194 (0% moisture)",23.4,1.14,,,
"Beans, Dry, Great Northern, 235 (0% moisture)",28.6,1.32,,,
"Beans, Dry, Great Northern, 293 (0% moisture)",23.4,1.31,,,
"Beans, Dry, Great Northern, 306 (0% moisture)",26.1,1.43,,,
"Beans, Dry, Great Northern, 315 (0% moisture)",28.3,1.36,,,
"Beans, Dry, Great Northern, 327 (0% moisture)",23.4,1.38,,,
"Beans, Dry, Great Northern, 335 (0% moisture)",23.2,1.38,,,
"Beans, Dry, Great Northern, 337 (0% moisture)",22.4,1.11,,,
"Beans, Dry, Great Northern, 339 (0% moisture)",22.3,1.22,,,
"Beans, Dry, Great Northern, 341 (0% moisture)",23.1,1.39,,,
"Beans, Dry, Great Northern, 346 (0% moisture)",22.7,1.35,,,
"Beans, Dry, Great Northern, 350 (0% moisture)",26.8,1.44,,,
"Beans, Dry, Great Northern, 363 (0% moisture)",23.3,1.18,,,
"Beans, Dry, Great Northern, 364 (0% moisture)",23.3,1.15,,,
"Beans, Dry, Great Northern, 375 (0% moisture)",24.3,1.04,,,
"Beans, Dry, Great Northern, 379 (0% moisture)",23.1,1.23,,,
"Beans, Dry, Great Northern, 380 (0% moisture)",23.7,1.17,,,
"Beans, Dry, Great Northern, 384 (0% moisture)",22.3,1.17,,,
"Beans, Dry, Great Northern, 385 (0% moisture)",23.8,1.19,,,
"Beans, Dry, Great Northern, 387 (0% moisture)",23.5,1.15,,,
"Beans, Dry, Great Northern, 392 (0% moisture)",23.9,1.12,,,
"Beans, Dry, Great Northern, 396 (0% moisture)",21.9,1.47,,,
"Beans, Dry, Great Northern, 401 (0% moisture)",23.8,1.22,,,
"Beans, Dry, Great Northern, 402 (0% moisture)",24.6,1.28,,,
"Beans, Dry, Great Northern, 406 (0% moisture)",25.8,1.32,,,
"Beans, Dry, Great Northern, 407 (0% moisture)",23.5,1.5,,,
"Beans, Dry, Great Northern, 412 (0% moisture)",22.0,1.38,,,
"Beans, Dry, Great Northern, 415 (0% moisture)",25.9,1.3,,,
"Beans, Dry, Great Northern, 418 (0% moisture)",25.9,1.35,,,
"Beans, Dry, Great Northern, 423 (0% moisture)",23.2,1.12,,,
"Beans, Dry, Great Northern, 429 (0% moisture)",24.4,1.03,,,
"Beans, Dry, Great Northern, 434 (0% moisture)",25.4,1.11,,,
"Beans, Dry, Great Northern, 438 (0% moisture)",24.5,1.4,,,
"Beans, Dry, Great Northern, 441 (0% moisture)",25.5,1.37,,,
"Beans, Dry, Great Northern, 444 (0% moisture)",23.8,1.4,,,
"Beans, Dry, Great Northern, 446 (0% moisture)",31.6,1.19,,,
"Beans, Dry, Great Northern, 447 (0% moisture)",25.3,1.22,,,
"Beans, Dry, Great Northern, 449 (0% moisture)",21.5,1.27,,,
"Beans, Dry, Great Northern, 453 (0% moisture)",25.6,1.25,,,
"Beans, Dry, Great Northern, 457 (0% moisture)",24.7,1.3,,,
"Beans, Dry, Great Northern, 458 (0% moisture)",26.3,1.16,,,
"Beans, Dry, Great Northern, 460 (0% moisture)",23.4,1.1,,,
"Beans, Dry, Great Northern, 467 (0% moisture)",22.6,1.06,,,
"Beans, Dry, Great Northern, 474 (0% moisture)",24.8,1.16,,,
"Beans, Dry, Great Northern, 485 (0% moisture)",25.6,1.16,,,
"Beans, Dry, Great Northern, 495 (0% moisture)",26.6,1.29,,,
"Beans, Dry, Great Northern, 501 (0% moisture)",24.8,1.04,,,
"Beans, Dry, Great Northern, 507 (0% moisture)",25.7,1.15,,,
"Beans, Dry, Great Northern, 514 (0% moisture)",23.8,1.11,,,
"Beans, Dry, Great Northern, 518 (0% moisture)",25.4,1.33,,,
"Beans, Dry, Great Northern, 519 (0% moisture)",25.2,1.29,,,
"Beans, Dry, Great Northern, 579 (0% moisture)",30.5,1.21,,,
"Beans, Dry, Great Northern, 581 (0% moisture)",29.4,1.27,,,
"Beans, Dry, Great Northern, 594 (0% moisture)",28.1,1.22,,,
"Beans, Dry, Great Northern, 616 (0% moisture)",25.2,1.22,,,
"Beans, Dry, Great Northern, 637 (0% moisture)",24.2,1.41,,,
"Beans, Dry, Great Northern, 638 (0% moisture)",24.1,1.11,,,
"Beans, Dry, Great Northern, 644 (0% moisture)",21.8,1.27,,,
"Beans, Dry, Great Northern, 648 (0% moisture)",24.9,1.38,,,
"Beans, Dry, Great Northern, 651 (0% moisture)",22.3,1.1,,,
"Beans, Dry, Great Northern, 655 (0% moisture)",23.0,1.25,,,
"Beans, Dry, Great Northern, 656 (0% moisture)",21.8,1.08,,,
"Beans, Dry, Great Northern, 658 (0% moisture)",23.3,1.3,,,
"Beans, Dry, Great Northern, 662 (0% moisture)",24.8,1.1,,,
"Beans, Dry, Great Northern, 666 (0% moisture)",22.4,1.45,,,
"Beans, Dry, Great Northern, 672 (0% moisture)",22.5,1.14,,,
"Beans, Dry, Great Northern, 675 (0% moisture)",24.7,1.42,,,
"Beans, Dry, Great Northern, 680 (0% moisture)",25.2,1.3,,,
"Beans, Dry, Great Northern, 683 (0% moisture)",24.3,1.12,,,
"Beans, Dry, Great Northern, 688 (0% moisture)",25.0,1.33,,,
"Beans, Dry, Great Northern, 689 (0% moisture)",23.2,1.33,,,
"Beans, Dry, Great Northern, 693 (0% moisture)",24.8,1.19,,,
"Beans, Dry, Great Northern, 694 (0% moisture)",26.4,1.32,,,
"Beans, Dry, Great Northern, 697 (0% moisture)",27.0,1.32,,,
"Beans, Dry, Great Northern, 706 (0% moisture)",25.8,1.17,,,
"Beans, Dry, Great Northern, 713 (0% moisture)",23.0,1.32,,,
"Beans, Dry, Great Northern, 716 (0% moisture)",25.6,1.14,,,
"Beans, Dry, Great Northern, 723 (0% moisture)",24.2,1.32,,,
"Beans, Dry, Great Northern, 726 (0% moisture)",28.7,1.24,,,
"Beans, Dry, Great Northern, 730 (0% moisture)",23.1,1.15,,,
"Beans, Dry, Great Northern, 741 (0% moisture)",23.5,1.12,,,
"Beans, Dry, Great Northern, 742 (0% moisture)",24.1,1.26,,,
"Beans, Dry, Great Northern, 748 (0% moisture)",24.7,1.25,,,
"Beans, Dry, Great Northern, 762 (0% moisture)",26.1,1.25,,,
"Beans, Dry, Great Northern, 763 (0% moisture)",25.8,1.27,,,
"Beans, Dry, Great Northern, 766 (0% moisture)",24.3,1.24,,,
"Beans, Dry, Great Northern, 768 (0% moisture)",24.9,1.28,,,
"Beans, Dry, Great Northern, 777 (0% moisture)",25.9,1.2,,,
"Beans, Dry, Great Northern, 778 (0% moisture)",22.0,1.48,,,
"Beans, Dry, Great Northern, 780 (0% moisture)",26.6,1.33,,,
"Beans, Dry, Great Northern, 788 (0% moisture)",22.6,1.26,,,
"Beans, Dry, Great Northern, 789 (0% moisture)",24.0,1.1,,,
"Beans, Dry, Great Northern, 790 (0% moisture)",26.8,1.16,,,
"Beans, Dry, Great Northern, 792 (0% moisture)",23.6,1.24,,,
"Beans, Dry, Great Northern, 800 (0% moisture)",25.1,1.33,,,
"Beans, Dry, Great Northern, 818 (0% moisture)",26.2,1.36,,,
"Beans, Dry, Great Northern, 822 (0% moisture)",26.8,1.24,,,
"Beans, Dry, Great Northern, 824 (0% moisture)",24.5,1.06,,,
"Beans, Dry, Great Northern, 826 (0% moisture)",27.1,1.08,,,
"Beans, Dry, Great Northern, 827 (0% moisture)",28.6,1.16,,,
"Beans, Dry, Great Northern, 828 (0% moisture)",28.8,1.36,,,
"Beans, Dry, Light Red Kidney (0% moisture)",25.0,1.03,,,
"Beans, Dry, Light Red Kidney, 11F-8186 (0% moisture)",25.0,1.03,,,
"Beans, Dry, Light Tan (0% moisture)",24.6,1.28,,,
"Beans, Dry, Light Tan, 11F-8086 (0% moisture)",24.4,1.22,,,
"Beans, Dry, Light Tan, 11F-8174 (0% moisture)",24.7,1.33,,,
"Beans, Dry, Medium Red (0% moisture)",25.5,1.04,,,
"Beans, Dry, Medium Red, 490 (0% moisture)",26.0,1.01,,,
"Beans, Dry, Medium Red, 756 (0% moisture)",24.9,1.07,,,
"Beans, Dry, Navy (0% moisture)",24.1,1.51,,,
"Beans, Dry, Navy, 11F-8004 (0% moisture)",25.8,1.35,,,
"Beans, Dry, Navy, 11F-8007 (0% moisture)",25.0,1.13,,,
"Beans, Dry, Navy, 11F-8027 (0% moisture)",25.6,1.4,,,
"Beans, Dry, Navy, 11F-8028 (0% moisture)",23.5,1.45,,,
"Beans, Dry, Navy, 11F-8030 (0% moisture)",25.6,1.72,,,
"Beans, Dry, Navy, 11F-8043 (0% moisture)",23.5,1.19,,,
"Beans, Dry, Navy, 11F-8098 (0% moisture)",23.5,1.22,,,
"Beans, Dry, Navy, 11F-8107 (0% moisture)",24.4,1.13,,,
"Beans, Dry, Navy, 11F-8143 (0% moisture)",26.3,1.22,,,
"Beans, Dry, Navy, 11F-8162 (0% moisture)",23.0,1.08,,,
"Beans, Dry, Navy, 11F-8165 (0% moisture)",25.5,0.94,,,
"Beans, Dry, Navy, 11F-8179 (0% moisture)",23.2,1.2,,,
"Beans, Dry, Navy, 11F-8183 (0% moisture)",25.0,1.15,,,
"Beans, Dry, Navy, 11F-8195 (0% moisture)",24.5,1.24,,,
"Beans, Dry, Navy, 213 (0% moisture)",24.5,1.43,,,
"Beans, Dry, Navy, 216 (0% moisture)",20.2,1.7,,,
"Beans, Dry, Navy, 220 (0% moisture)",25.3,1.69,,,
"Beans, Dry, Navy, 226 (0% moisture)",22.9,1.8,,,
"Beans, Dry, Navy, 228 (0% moisture)",24.3,1.76,,,
"Beans, Dry, Navy, 229 (0% moisture)",22.5,1.62,,,
"Beans, Dry, Navy, 230 (0% moisture)",23.0,1.87,,,
"Beans, Dry, Navy, 233 (0% moisture)",21.3,1.66,,,
"Beans, Dry, Navy, 234 (0% moisture)",22.4,1.64,,,
"Beans, Dry, Navy, 236 (0% moisture)",22.6,1.77,,,
"Beans, Dry, Navy, 237 (0% moisture)",23.8,1.75,,,
"Beans, Dry, Navy, 241 (0% moisture)",26.6,1.33,,,
"Beans, Dry, Navy, 242 (0% moisture)",23.9,1.5,,,
"Beans, Dry, Navy, 245 (0% moisture)",22.9,1.39,,,
"Beans, Dry, Navy, 246 (0% moisture)",20.8,1.98,,,
"Beans, Dry, Navy, 252 (0% moisture)",22.6,1.48,,,
"Beans, Dry, Navy, 253 (0% moisture)",25.5,1.26,,,
"Beans, Dry, Navy, 255 (0% moisture)",23.9,1.46,,,
"Beans, Dry, Navy, 256 (0% moisture)",23.6,1.37,,,
"Beans, Dry, Navy, 257 (0% moisture)",22.5,1.6,,,
"Beans, Dry, Navy, 260 (0% moisture)",22.3,1.54,,,
"Beans, Dry, Navy, 261 (0% moisture)",22.8,1.59,,,
"Beans, Dry, Navy, 262 (0% moisture)",22.1,1.7,,,
"Beans, Dry, Navy, 264 (0% moisture)",23.0,1.55,,,
"Beans, Dry, Navy, 268 (0% moisture)",23.5,1.45,,,
"Beans, Dry, Navy, 277 (0% moisture)",25.3,1.49,,,
"Beans, Dry, Navy, 279 (0% moisture)",23.1,1.7,,,
"Beans, Dry, Navy, 280 (0% moisture)",22.1,1.51,,,
"Beans, Dry, Navy, 281 (0% moisture)",24.9,1.73,,,
